username,tweet,reply,likes_count,reply_count,quote_count,retweet_count,timestamp,followers,gender,country
moazzam_begg,#Apartheid #Israel’s occupation forces once again demonstrating unrelenting violence against unarmed civilians in their own land. #icantbreathe,@Moazzam_Begg The Nazi oppression continues the europeans and americans still on their guilt trip allowing the torture and murder of those whose land they steal. Curse to them and their future generations,991,25,25,638,2021-05-05 02:24:13+00:00,59097,unknown,United Kingdom
moazzam_begg,#Apartheid #Israel’s occupation forces once again demonstrating unrelenting violence against unarmed civilians in their own land. #icantbreathe,@Moazzam_Begg Wait for the https://t.co/OYfoYWuqpL is not far.,991,25,25,638,2021-05-05 02:24:13+00:00,59097,unknown,United Kingdom
moazzam_begg,Video: Al-Qa'ida holds family fun day in war torn Aleppo http://t.co/QWctLN2H9R,Bonkers! AlQ arranged ice cream eating competition.@Moazzam_Begg: Al-Qa'ida holds family fun day in #Aleppo http://t.co/v7MoeMfrA7 #Syria,0,1,0,4,2013-07-25 09:59:49+00:00,59097,unknown,United Kingdom
moazzam_begg,@mptpart The attacks were not ordered by Afghan leaders. Ukraine has plenty of Russian supporters in Crimea as well as neo-Nazi Azov battalion. Every invasion has an excuse.,"@Moazzam_Begg @mptpart All of them should pay …no matter who from where…civilians regardless nationality, colour, religion should never suffer, especially not for political games…no one have the right to invade other countries…",11,5,0,0,2022-03-20 06:55:28+00:00,59097,unknown,United Kingdom
moazzam_begg,@mptpart The attacks were not ordered by Afghan leaders. Ukraine has plenty of Russian supporters in Crimea as well as neo-Nazi Azov battalion. Every invasion has an excuse.,"@Moazzam_Begg AQ is a terrorist organization that operated in other countries. Terrorist cells and attacks in US, UK as well as other countries - are you seriously comparing small group of Azov that never went outside Ukraine to AQ??",11,5,0,0,2022-03-20 06:55:28+00:00,59097,unknown,United Kingdom
moazzam_begg,Excellent interview with respected Dutch Muslim ex-soldier I knew well in Syria http://t.co/BP3lthhqPI via @nieuwsuur,@Moazzam_Begg shall I sent him your regards ?,2,1,0,5,2014-01-28 12:03:51+00:00,59097,unknown,United Kingdom
moazzam_begg,Great speaking to @mariellaf1 on @TimesRadio this week about the fight against @ukhomeoffice for #MyPassportMyRight. Listen https://t.co/foRN30oUvg and support the legal challenge  https://t.co/YfkGutEv7a. Much appreciated https://t.co/QZizQXpjLM,@Moazzam_Begg @mariellaf1 @TimesRadio @ukhomeoffice Enemy combatant….. 😳🤔,11,1,0,4,2022-01-21 09:31:29+00:00,59097,unknown,United Kingdom
moazzam_begg,"Before invasion of #Iraq #AlQaeda was tiny. After, it branched out globally with franchises everywhere, bit like #McDonalds: #AQAP #AQIM etc","@Moazzam_Begg salaam, do they even exist? I've always taken reference in same context as ""bogey man"", almost everyone is a top operative etc",6,1,0,20,2015-01-16 07:55:48+00:00,59097,unknown,United Kingdom
moazzam_begg,"#BBCPanorama investigation of UK #SAS #WarCrimes in #Afganistan echoes atrocities committed by US and Australian counterparts.  Unleashing vicious dogs in homes, murder of unarmed &amp; shackled detainees, killing completions and planting weapons on dead #Afghans. 1/2 https://t.co/pYEYCkkRQa","Australia admitted its SAS murdered 39 captives. One said “Whatever we do, though, I can tell you the Brits and the US are far, far worse. I've watched our young guys stand by and hero worship what they were doing, salivating at how the US were torturing people."" 2/3",218,7,9,104,2022-07-12 21:38:11+00:00,59097,unknown,United Kingdom
moazzam_begg,"Israel killed 2,251 in Gaza:1462 civilians,552 KIDS. Palestinians killed 67 Israeli troops, 6 civilians. UN says BOTH war crimes. Really?","@Moazzam_Begg You know that killing one person, civilian or soldier, can be a war crime, depending on circumstances, right?",19,6,0,73,2015-06-22 21:28:15+00:00,59097,unknown,United Kingdom
